trading_date,Comm,Consumer,Energy,Financials,Healthcare,Industrials,Materials,RealEstate,Tech,Utilities
2020-01-02,,,,,,,,,,
2020-01-03,0.08718,-0.06894547619047618,0.19246166666666667,0.10718533333333333,0.21549047619047618,0.08408,0.10974999999999999,0.007240000000000002,0.06159097435897435,0.12738
2020-01-06,0.05423,-0.17423333333333332,-0.04618972727272727,0.05045500000000001,0.083755,-0.12488000000000002,-0.028300000000000002,-0.038419999999999996,0.0784682142857143,0.05634
2020-01-07,0.10428583333333333,0.10678931372549019,0.08543969696969696,0.284306,0.32717999999999997,0.04411722222222222,-0.055811999999999994,0.08879999999999999,-0.013116666666666665,0.009050000000000002
2020-01-08,0.17558,0.1472385,0.04761,0.11242,0.10863733333333334,0.024045714285714285,0.07636,0.0,0.007282142857142857,0.12738
2020-01-09,0.154382,0.05741,-0.018874999999999986,0.28060999999999997,0.1542911111111111,0.012205714285714283,-0.03983999999999999,-0.040319999999999995,0.0699545,0.16784000000000002
2020-01-10,0.16018,0.28345626984126987,0.08280800000000002,0.2615293333333334,0.09542666666666667,0.033716666666666666,0.025453333333333335,0.0,0.09154333333333334,0.059199999999999996
2020-01-13,0.028676666666666663,0.004144000000000004,0.07396200000000001,0.13161499999999998,0.24778000000000003,0.05552999999999999,-0.08571999999999999,-0.08412,0.24549266666666664,0.12489666666666666
2020-01-14,0.0006191666666666706,0.08908528571428571,0.13454349999999998,0.19619,0.13385750000000002,0.059236666666666674,0.13194,0.047893333333333336,0.20091575,0.005279999999999999
2020-01-15,0.03452,0.04291,0.2138183333333333,0.035565476190476196,0.25889999999999996,0.089663,0.0168,0.029599999999999998,0.13791199999999998,0.17563
2020-01-16,0.0004183333333333289,0.09546038095238095,0.08600666666666665,0.06089596825396826,0.13796,-0.07338499999999998,0.06919333333333334,0.010115,0.018463666666666666,0.09257000000000001
2020-01-17,0.11389,0.17721542857142858,0.10285428571428575,0.14342895726495727,0.10014500000000001,0.11426666666666667,0.08808,0.1486,0.1777044444444445,0.12244833333333334
2020-01-21,0.038040000000000004,0.08010533333333332,0.11287244444444444,0.11717999999999999,0.12024333333333333,0.18886666666666668,0.18836,0.07486,0.07141555777555778,0.15105022222222222
2020-01-22,-0.022039999999999997,0.07009310606060606,0.10997371428571427,0.19930555555555557,0.09057404761904761,0.1046862857142857,0.010085999999999998,0.050306666666666666,0.017946666666666684,0.17614
2020-01-23,0.10965,0.08442657142857142,0.09017333333333334,0.01531,0.05644416666666667,-0.01411142857142857,-0.059199999999999996,0.0103,0.148316,0.10610250000000002
2020-01-24,0.17530257142857142,0.12958566666666665,0.06157333333333333,0.032470000000000006,0.020309999999999995,0.029595238095238098,0.09407,0.18839999999999998,0.03489592592592593,-0.028099999999999997
2020-01-27,0.11109024242424241,0.07866423076923078,0.18136166666666664,-0.02652,0.2246453333333333,0.04934533333333334,0.089688,0.03612,0.06600430107526882,0.19892800000000005
2020-01-28,-0.03633272727272728,0.03644111111111111,0.04191166666666665,-0.03427999999999999,0.27093777777777783,0.06335666666666666,-0.0014733333333333376,0.05106000000000001,-0.17687049999999999,0.00023174603174603293
2020-01-29,0.036708000000000005,0.03861314285714286,0.09863333333333334,0.12932857142857143,0.18641166666666664,0.004039166666666666,0.16752499999999998,0.07579,-0.008395384615384615,0.015639999999999998
2020-01-30,0.25270099999999995,0.009240761904761906,0.010496666666666668,0.152345,0.141442,0.010459333333333331,0.06312428571428572,0.09878,0.11712079365079367,0.132215
2020-01-31,-0.010649999999999998,0.044192952380952374,0.10769714285714287,0.020736666666666667,0.10224272727272728,0.10813333333333333,-0.026406410256410256,0.02408,-0.032986666666666664,0.17178533333333332
2020-02-03,-0.18866727272727274,0.020195959595959594,0.07983380952380953,0.09355142857142858,0.22355799999999998,0.08330900000000001,-0.0033346666666666663,0.14476,0.17766555555555558,0.11301999999999998
2020-02-04,0.1309225,0.14832285714285712,0.05148243589743588,0.07699,0.11825192780337941,0.09446466666666664,0.14187,0.034,0.05473666666666667,0.20160999999999998
2020-02-05,0.11257899999999998,0.1401240909090909,0.1017411111111111,0.27631,0.1821795238095238,0.15771833333333335,0.054110000000000005,0.05198333333333334,0.07460800000000001,0.11915
2020-02-06,-0.006538333333333329,0.014994999999999994,0.504522857142857,-0.1472,0.16506785714285716,0.06691866666666665,0.06436,0.0,0.0818175,0.03190333333333334
2020-02-07,0.06914000000000001,0.13060333333333335,0.18725666666666668,0.2713986666666667,0.22736007692307694,-0.005146666666666667,0.05132111111111111,0.24698000000000003,0.2868725,0.15116000000000002
2020-02-10,0.03277599999999999,0.159785,0.22275299999999998,0.04199,0.27210303030303035,-0.0008999999999999986,0.007373333333333332,0.0,0.18759428571428574,0.14205833333333334
2020-02-11,0.0914,-0.006942857142857142,0.05099333333333335,0.14427666666666666,0.019909999999999997,0.08578333333333334,0.23231333333333332,0.08452666666666667,0.15818833333333332,0.114865
2020-02-12,-0.026111294117647045,0.04548616666666667,0.09527314285714286,0.26048714285714286,-0.003798333333333326,-0.007123333333333326,0.11732800000000002,0.046473333333333346,0.0363243116883117,0.17415571428571427
2020-02-13,0.15365222222222222,0.05834264705882351,0.03376749999999999,0.053773333333333326,0.1608808333333333,0.07436000000000001,0.059199999999999996,0.12695333333333333,0.010693999999999999,0.2777455555555555
2020-02-14,0.09172261904761905,-0.01398224509803923,0.0972925,0.08528,0.08153333333333332,0.0353375,0.027482857142857142,0.110812,-0.036949090909090904,0.160426
2020-02-18,0.12498000000000001,-0.05277816666666666,0.0905,0.12204,0.25894999999999996,0.19194499999999998,-0.016395,0.09492,0.019725268817204294,0.1266535
2020-02-19,0.04021809523809524,0.19439710317460318,0.14617833333333333,-0.005482857142857142,0.0901518137254902,0.0038199999999999996,0.12242444444444445,0.10593,-0.047320476190476204,0.21640944444444443
2020-02-20,0.07368166666666666,0.1574477142857143,0.19815666666666668,0.03996,0.24066722222222223,0.17815333333333333,0.014799999999999999,0.0,-0.012978253968253972,0.1043290909090909
